text_previous;text_analyzed;text_after
I va haver un moment que vaig dir, és que crec que estic en un moment vital en el que no m'hi quep un nòvio a la meva vida. Però és com, Carla, no tens bé el concepte de nòvio.;Vull dir que crec que també estem acostumats a un model de relació que és tan absorbent, Que llavors també se'ns fa més complicat llençar-nos a la piscina perquè, ho sento, però en el meu entorn jo no paro de veure relacions super tòxiques.;I em fot una por caure ahí a mi.
Jo a mi em passa una cosa que és que sempre he sigut molt quejica, molt de a classe contestar. O sigui, jo no he sigut una nena callada i submissa, però he sigut sempre obedient. Llavors jo he fet les coses sempre sota protesta.;I això és el pitjor dels 2 mons, perquè és com estic obeint amb una puta arruga al front i m'he queixat i soc la més pesada, però ho estic fent igualment. I és una dinàmica de mi mateixa que no m'agrada gens i que penso que m'ha acompanyat fins a l'edat adulta, perquè ara ho segueixo fent i me n'adono. De dir, això és una merda, això està malament, no sé què. I de cop i volta penso, tinc quasi 30 tacos, puc actuar perfectament, puc dir, això no ho faig, no?;Però ja d'entrada em surt tinc prou pensament crític com per veure que algú està mal muntat, però no prou de valentia i segurament una mica de pensament crític també em falta per dir no, jo això no ho faré i em menjaré tots els marrons conseqüents de seguir la meva pròpia intuïció i llavors simplement em queixo.
Jo crec que de seguida detectes que jo estic ací, però que en realitat I jo et puc explicar, com deia Nietzsche, les persones que més coses diuen són les que més amaguen.;Ui, bueno, totalment. Jo et puc fotre una xapa i no dir-te res. I a més aquest és el meu gran talent. Però açò em passa molt, que em protegeixo molt i que tinc com una cuirassa molt bèstia, i que llavors moltes vegades jo crec que sóc freda. Tot i que mai ho diries, jo crec que puc arribar a ser freda, però ho sóc.;I em costa conèixer gent i ser com mig vergonyosa, però em fa mandra…
Jo crec que no sé, perquè vaig veure que deia el meu pare i tal, que era com un racó per tu, com vas tenir el teu moment de tocar l'instrument, que al final, si és veritat que suposo que ens hauríem posat música al cotxe, ens hauria d'agradar, i em penso que tinguin coneixement sobre aquestes coses que els agraden, saps?;L'Irma i jo, que érem les més petites, ja va ser una mica més tard el fet que ho vam demanar nosaltres. O sigui, jo me'n recordo que amb la Irma teníem una amiga que sempre cada tarda després del col·le anàvem a casa seva i la seva família sí que eren músics. O sigui, no músics els pares, però el seu germà tocava un munt d'instruments, ella també tocava superbé i em donava un poc de FOMO.;I tal, menjant en plan, buà, doncs jo vull tocar, vull tocar, i el germà gran d'aquesta amiga tocava el saxo, i jo sempre volia tocar el saxo, volia tocar el saxo pel germà, i vaig estar allà, va, vull tocar el saxo, vull tocar el saxo, i em van apuntar a tocar el saxo, la veritat.
Jo crec que també està bé, o sigui, com aprendre-ho a la vida, treballis del que treballis, perquè jo crec que passa com en molts contextos, que hi ha com diferents capes de l'amistat.;I que pots fer una relació superficial amb algú i ell no vol dir que no t'ho passis de puta mare quan us trobeu, i després tens com la teva gent, que és que hi ha alguna d'aquestes amistats que et fa tant de temps que no es pot explicar, tot i que jo crec que en el disc ho has explicat bastant bé, per lo difícil que a mi em sembla explicar-ho, no? Aquesta cosa és que és algo com molt loco, no?;Elles saben abans que jo el que jo penso.
Jo és que m'encanta com ho has descrit, perquè jo realment, no sé si ho he dit alguna vegada ja, perquè arribats a aquest punt és possible que ja ho hagi dit, però jo a vegades sento que jo soc un cervell que va pel món.;Però jo molts cops sento que jo soc un cervell que va pel món i que em relaciono amb les coses sempre de manera molt i molt cerebral. A mi, quan estic a ioga i et diuen apreta l'esternón, penso, què collons és?;Defineix esternón i llavors hi ha protagonisme.
Jo també et volia preguntar si tens algun consell o alguna cosa que diries a la gent que acompanya malalts de càncer. Perquè de vegades, o si la teva parella té càncer, o si una amiga teva té càncer, una familiar teva té càncer.;Hi ha gent que, davant la desconeixença de què hi ha a l'altra banda, hi ha una paràlisi de dir no sé què fer. I llavors, de vegades es pot llegir com no ha estat al meu costat i senzillament l'altra persona té un atac de pànic de «és que no sé com fer-ho, no la vull cagar, no són temes sensibles, no vull molestar tal».;Clar, això evidentment depèn molt del cas, però sí que diria que no us faci por preguntar, o que no us faci por A veure, depèn de quina manera, evidentment jo no forçaria una conversa si la persona no vol, però que a vegades, clar, tu com a persona que ja té el càncer potser no el vols treure directament,
Jo tenia ja seguidors, i me'n recordo que em seguia tothom de Catalunya, que estava de moda en aquell moment, en Joan Gribé, en Long, tots, tots, tots, en Roger, adolescents, menys tu.;I jo estava molt ratllada perquè pensava, uau, una de 2, o em té mania, perquè ha d'haver dit alguna cosa, però no ho sé, crec que tenim ideals semblants, o és enveja, o no ho sé, què passava?;Perquè em coneixies, és impossible que no em coneguessis, treballàvem les 2 a fer produccions.
Jo tenia una pregunta, i és … si has fet allò coses de marques, en plan, jo què sé empreses de sabates o coses així no t'han dit mai de fer bueno, jo estic en plan, no he fet molta cosa, o sigui, n'ha sortit molta cosa encara;Estic com mig amb Nike i el Barça i tal i ara en teoria potser he fet alguna cosa més que bueno ja ho veureu com tampoc és super emocionant simplement com de tant en tant... És que jo tampoc vull o sigui no vull basar la meva imatge en marques a no ser que m'arribi a algú com que digui bacano, saps?;No, i això també és molt bé. És que és perquè és tot molt natural i jo crec que també funciona molt per això. I que es nota que les teves xarxes les portes tu i que penses el que tu vols.
Jo tinc una norma en escrita per mi molt, molt important… que és, per molt que ja no sigueu amigues, prohibit explicar els secrets que es van explicar durant la relació. Me la suda que haguem acabat fatal, eh?;Si tu, mentre érem amigues, em vas explicar que el teu pare et va abandonar i que tens issues, jo em xapo boca. A veure, hi ha secrets i secrets, hòstia, si és una tonteria que sé i m'has tocat molt els collons, doncs l'explico. Però coses deep, hi ha penya que de veritat...;També depèn de com hagueu acabat. Si teníeu una amistat com molt intensa i una mica tòxica, perquè tampoc es parla molt d'amistats tòxiques, al final, com això, és un caldo de cultiu de madness i acaba tallant i petant per tot arreu, saps?
Jo vaig estar a un concert a Sant Feliu, a Guíxols, a la Porta Ferrara, i estava al costat de tot el teu grupillo de Estaven tan emocionats, pensava Que ho deuen haver vist 50 vegades i els fa una il·lusió.;Estic molt ben rodejada, en plan, jo estic molt ben rodejada i estic molt afortunada i els meus amics, els que penjo més el TikTok i tal, que són els rebre aquests, que ara algun cop els puto paren per davant d'una foto que és això, nipa, saps? Són molt personatges.;Llavors, són els amics que, el que es deia dels eventos, tal, que m'emporto. I jo crec que la gent és com, clar, jo estic amb els meus amics fent broma i faig un TikTok i jo crec que a la gent li mola que sigui natural i que sigui risa.
Jo, amb els amics, quan vam començar a descobrir la nostra sexualitat, era paja de col·legues.;Mira, jo la primera vegada que vaig descobrir el sexe és que un paio a classe ens va dir «Uau, uau, mira, esta tia con 3 tetas». I vam dir, hòstia, ensenyem-lo. I de fet, o sigui, ens ho va ensenyar i tal, i jo em vaig guardar a la web per anar a casa i ensenyar-ho al meu germà i a la meva àvia.;I de fet, de fet, o sigui, ens ho va ensenyar i tal, i jo em vaig guardar a la web per anar a casa i ensenyar-s'ho al meu germà i a la meva àvia. Perquè pensava, hòstia, mira el que he descobert. En plan, us fliparà una tia amb 3 tetes.
La disctoeca Apolo m'agrada molt. L'altre dia m'ho haig de dir, està molt bé, Apolo. Però a mi perquè m'agrada la sala de hits, perquè us he dit que m'agrada la música antiga, i Apolo foten temazos.;Molt ben fet, perquè jo tenia un mal gust d'Apolo, perquè el primer cop que vaig anar, vaig dir, què és aquesta puta basura? Perquè és un puto mundo de teteo. Tia, vaig marxar a les 4, en plan, em cague amb la puta, m'he gastat 15 euros;No puedo más con el teteo. No vaig ni borratxa, perquè estic enfadada amb aquesta discoteca.
La veritat i la mentida no existeix a internet. Llavors, que tu t'obsessionis amb que alguna cosa és mentida i t'obsessionis amb desmentir-ho no té cap mena de sentit. Perquè la gent que ja sap que és mentida seguirà en la posició de saber que és mentida. I la gent que decideix creure-s'ho, s'ho creurà.;I si et decideixen creure que tu ets un imbècil i un classista, pensaran que ets un imbècil i un classista i no els canviaràs d'opinió encara que facis un comunicat.;Per tant, el millor que pots fer és anar tirant endavant. I jo sí que crec que és molt important tenir una gent al voltant, que et sostingui i que et sàpiga fer posar el focus en el lloc correcte, de dir, vale, he de fer una reflexió, no l'he de fer, no l'he de Però no cal obsessionar-s'hi perquè no té cap sentit.
La vida ha anat així, perquè senzillament he començat a treballar Jo crec que passa quan comences a treballar jove, que treballes amb gent que és més gran que tu i té molt de sentit.;També tinc amics més joves que jo, però en general el meu dia a dia és amb gent de 2 anys més gran que jo. I això m'envelleix, perquè les meves amigues són mares, el meu millor amic és un senyor de 40 anys, i llavors, vulguis o no, jo vaig agafant tot aquesta tarannà de senyores.;És literalment la feina. Jo des que he començat a treballar d'això, fa 2 setmanes, 2 caps de setmana seguits, 2 festes de 30.
L'altra dia vam estar amb la Lamine Yamal, abans que se n'anés a la Nations League, i pensava, ostres, és un jugador de futbol, no? Que guanya 1000000, que ara ha signat un gran contracte que el convertirà en un dels millors pagats del Barça, si no no el millor pagat... Té 17 anys, però és que va entrar a la sala amb una personalitat, amb una maduresa;I el discurs que va articular en 20 minuts va ser... O sigui, també té molt a dir, però també té un context d'haver viscut en un barri segurament més complicat, que se sent còmode en el caos, i això també l'ha fet espavilar molt més, perquè també hi trobes gent que en aquell moment potser esperes una entrevista més plana, perquè és un xaval de 17 anys i després surts d'allà i dius, uau.;Jo penso que per molt, o sigui, encara que vinguis d'un context com ell, no?, és que t'oblides de seguida del context, penso. I quan tens die7 anys ja no és ni pels diners, és per tota la pressió mediàtica que hi ha al seu voltant, de qui seran, què s'ha de convertir, fins i tot en el que ja és ara. Jo penso que això ha de ser molt difícil de gestionar, per molt llest que siguis, per molt de baix que vinguis, per molta ajuda que et posi el club.
Les coses ja Cadascú sap on són els seus límits, no? És allò que se li diu el cos d'oportunitats. Els 2 fem pomes i peres, però jo faig millor les pomes i ell fa millor les peres.;Doncs quan arriba una tasca els teus esforços els centris en fer les coses que se't donen bé. Jo porto tota la part empresarial, tota la part de merchan, i l'Uri porta tota la part més creativa de direcció de màrqueting i tot això.;Llavors, a nivell musical, sí que també tenim el nostre rol a l'estudi, sí que fem més, I per exemple, a l'estudi és més, ell és pianista, no és pianista però toca millor el piano, toca Xapurrejo, xapurrejo més.
Les dones no cal anar a buscar catalanets ni l'amor. O sigui, simplement en existir ja atraiem.;Llavors no cal cridar-ho els 4 vents, perquè llavors el que atraus és gent que  jugant de 65 anys que ha de pagar la hipoteca, és el que atraus.;[acaba tema de conversación]
Llavors és com que no Vull dir, la meva vida tampoc ha canviat pas gaire, saps? És un tema estranyíssim, és un tema realment per reflexionar.;Jo crec que ho has clavat amb el tema del reforç positiu, que és molt el meu imperi romà. Perquè jo sóc una persona, s'està treballant això, però sóc una persona que necessita molt reforç positiu. És a dir, per exemple, a mi m'encanta quan quedo amb una amiga i quan arribo a casa m'envien un WhatsApp de que bé ha anat, m'ho he passat superbé.;O sigui, no ho necessito, però vull dir, és una cosa que em fa molt feliç.
Llavors també has de dir, a vegades, no has de dir només les coses bones del producte, sinó també criticar-lo una mica per guanyar-te la confiança de l'altra gent. Una feina que no entenc.;I que a més, jo sempre que veig una publi penso, hòstia, com t'encaixa, o sigui, hi ha certs tipus de persones que tenen aquest caràcter, que poden fer aquestes feines de vendre, d'exagerar una mica, que no els hi sàpiga greu, si diuen una mica de mentideta, saps? Tant de morró per vendre, és una cosa fortíssima, i jo és que és una cosa que em fascina.;No sé si és ben bé una feina exagerada, però sí que crec que es requereix de poder dir, ai sí, m'ha encantat dinar amb tu.
Llavors, a totes les persones famoses catalanes els hem de demanar, ¿cuál es tu desayuno? Perquè un dia ens dedicarem a fer tots els TikToks d'imitant desayunos de famoses catalanes.;Jo esmorzo cafè i el croissant amb pernil i formatge. Sinó, turrada amb aguacate. Bueno, és que me'ls agafo a baix, al Santa Gloria. Que estan molt bons, aquests croissants, són els meus prefes.;[acaba tema de conversación]
Llavors, com portes aquest any d'intensitat màxima?;Perquè, clar ha sigut, o sigui, el boom que ha sigut cap al març o abril jo vaig deixar la feina al març i encara no havia fet el boom i vaig com confiar en què faria el boom i al final ha sigut a l'abril clar;Perquè jo tenia curiositat si no hagués passat tot això què estaries fent? o què estaves fent? jo estava estudiant música al taller de músics l'únic que he tingut a deixar perquè no em donava la vida d'estudiar i era com per estudiar-ho era molt difícil i havies de ficar moltes hores que jo no tenia llavors estaria fent música igualment
Llavors, jo només vull dir que estic unint aquests mons a través dels meus stories en contra de la pressió estètica. Però què eren els stories?;Eren uns stories sobre uns anuncis que em van sortir pagats, o sigui, paid media a Instagram sobre com aprimar-te.;I és el primer any, sempre, evidentment, les xarxes estan plegades de contingut que és molt nociu i que veu de la tradició de pressió estètica i de violència estètica que patim les dones, i els homes també, perquè també en pateixen.
Llavors, m'he comprat una ampolla d'aigua i m'he borrat Tinder.;Jo quan m'ho ha dit avui, al matí, m'ha dit, ja no tinc Tinder, i jo he pensat, se nos está yendo. Lo estamos perdiendo.;Avui he dit moltes frases en castellà. Ja estàs molt espanyola, eh, tu, guapa.
"Llavors, seguint amb el tema de festa, perquè és literalment el fin conductor d'aquest vídeo, volem saber què opines de sortir de festa amb grups grans de gent. I perquè és una merda. Per començar, és de com intentar que a tothom li agradi el mateix lloc per sortir de festa. I després és com ""s'ha perdut una persona"", doncs ja ens trobarà.";Al final es fan grupets petits i no surts 20 de festa ni 10 de festa, eh? Però sempre quan estàs amb un grup de gent, per exemple els de la uni, o en un casal, el que sigui, sempre ens diuen, va, sortim de festa, i jo penso, mira, em fa un pal, perquè, 1, la majoria de la gent que hi ha aquí no em sap el seu nom, i 2, no ens portem bé, llavors m'aporto bé amb una persona, sortiré amb aquella persona i vosaltres me la sudareu la polla, llavors em fa molt de pal.;[acaba tema de conversación]
Mira, a mi això a l'ESO m'ho van dir un dia les meves amigues, em van assentar i em van dir, sentim que no et coneixem. Però crec que hi ha una lluita que he donat com per perduda, que jo només li podia explicar les coses que m'importen de veritat a les meves 3 amigues del poble.;Mira, hi ha una cançó preciosa de Leonard Cohen que es diu In My Secret Life, que a mi m'encanta, que parla com d'aquesta dualitat, de la vida exterior i la vida interior. I jo tinc una vida exterior super rica, perquè soc super expansiva, tinc mil amics, puc parlar de mil coses, puc fotre't una torra que et tomba, però després tinc una vida interior superplena també.;I m'agrada que aquesta vida interior sigui la meva vida secreta. I jo tinc moltíssimes coses que són meves,
Mira, Carla, tu saps l'Emma Chamberlain? Saps que té aquell podcast que es va fer molt viral l'any passat com un moviment que era en plan «Emma, please go to college». Té un punt de classisme, en plan, pobre no, bueno, en el seu cas no, però com tot aquest discurs de que s'ha d'anar a la universitat o que s'ha de llegir x coses per parlar, jo estic super en contra, eh?;Però sí que hi ha un punt de dir, hi ha gent que senzillament és molt tonta. Jo no dic que ho solucionaria llegint un llibre, però sí que hi ha gent que pensa, hòstia, mira't algo, intenta no fer 14 hores al dia al mòbil. En plan, pensa un minut, mira l'infinit i pensa.;Hi ha gent que es nota que no pensa, que no ventila el cap, saps? I que també penso que moltes vegades és com que el contingut blanc sembla que sigui el correcte perquè és com arribes a tothom, però és que arribar a tothom és alhora no arribar a ningú.
Mira, venint cap aquí, m'ha parat una noia que feia anys que no em veia, que em diu, ai, és que de lluny he vist algú que duia aquesta faldilla i he pensat, qui duia aquesta faldilla tan cantona? I clar, després t'he vist a tu i he pensat, ah, vale, i he pensat Això realment em defineix molt.;O sigui, que jo també porto aquesta faldilla en part perquè vull que la gent pensi, mira aquesta, que li la suda completament.;I m'agrada que em mirin pel carrer i saber que la gent està pensant on va aquesta puta loca, que això és una cosa que no genero si vaig amb uns texans.
Mira, vull dir a la Roser, jo crec que tu ets molt així també, que és com, sento que hi ha una gent que li agrada molt tenir amistats grises, en el sentit de dir, com gent amb qui queda un cop cada 6 mesos només per fer un cafè.;Jo soc molt radical, o ets el meu millor amic, i visc amb tu, i som millors amics, i ens ho expliquem tot, etcètera, o som coneguts, i de puta mare quan ens trobem, 2 besos, podem riure, podem passar-nos-ho bé, però no m'enviïs un WhatsApp dient quan quedem, perquè et diré que no i et donaré llargues. O sigui, no puc donar d'una amistat a mitges tintes, saps?;Sí, i m'angoixarà més, perquè pensaré, ostres, ara vull que demà Perquè a més hi ha gent que segur que podríem ser millors amics, el que passa que jo soc o blanco o negre.
No, si tenia molt clar les coses que m'agradaven i a més sempre han estat com molt estables, en plan mai han canviat, etcètera. Però sí que és veritat que no hi havia com un desig molt fort ni un somni molt específic de no, jo vull dedicar-me a tal.;Llavors, de sobte m'ha arribat, hi ha tota aquesta narrativa de l'últim tren, que no saps mai quan passarà, que has d'aprofitar les oportunitats, etcètera. I jo estic molt agraïda d'haver-les aprofitat. No sé fins quan durarà, però vull que duri. Però és veritat que com que, no hi havia un desig molt heavy, em costa molt ara imaginar-me com evolucionarà, saps?... Tot això...;Quan dius desig heavy, què et refereixes? A la part de xarxes socials de influencers o a comunicació en general?
Nois, us ofès que us convidi a un capítol que s'anomena Faig cringe? Depèn, et fem cringe?;Si és que no, no em feu gens de cringe, però sou molt haters, i he pensat que era el vostre tema. Jo, a vegades, m'adono molt de cringe a mi mateix, llavors vaig pensar, superacurate, venir a aquest programa.;En fi, com definiríeu el cringe?
"O com totes aquestes ara que sumen a la moda aquesta de fer vídeos en català, bueno, moda, moda molt relativa. Tipo ""Maquillant-me en català"", "" Em maquillo en català perquè el català s'està perdent"". Suri, 2024, gordi.";I que com més serem més riurem, que jo encantada que tothom faci vídeos en català, però en aquest cas es veu molt clar que jo crec que sumes molt més si tot ho fas en català i calles, i deixes de molestar sobre si ho fas en català, en castellà o en anglès, que si estàs tot el dia fotent la torrada que és tan important fer-ho en català.;I jo crec que això es pot traduir en moltes altres coses, i senzillament si tu tens una perspectiva feminista de la vida i ens estàs ensenyant la teva vida, és probable que en algun moment veiguem això.
O molts cops sembla que, en el meu cas d'una carrera artística, l'èxit és quan tens reconeixement, no? Igual no és això, saps? Perquè igual tu realment feies el mateix que fa temps, però simplement ara se't reconeix. Això vol dir que ara ets més exitosa que abans?;Clar, perquè tu has viscut l'etapa d'artista emergent a ara artista mainstream. Llavors, mentalment, com ha estat la vida d'abans i la vida d'ara?;És que jo pensava, dic, jolín, és que a vegades fa gràcia perquè dius, és que no estic fent res que no fes abans, saps?
"O sigui, aquesta cançó per mi era un canvi, també. És una mica com ""Vale, he tret el tas loco, he fet la gira lo que sigui, i ara puc fer això, també, saps?""";I volia com que el videoclip donés com estigués a l'alçada de la cançó, saps? I al final els artesans, que són els Jordi Lopez, el Soto i tots aquests que fan vídeo, són uns putos cracks. Vam anar a la muntanya, vam gravar a tope i després havíem de gravar a Barcelona, a un plató, i ens vam quedar tirats.;Va vindre una grua a buscar-nos. O sigui, en plan, ha sigut un rodatge bastant dur, en plan, de dir, però ha valgut molt la pena el resultat, ha estat molt guapo.
O sigui, crec que internet, simplement, a vegades, o sigui, com que és molt important que el missatge arribi ràpid i arribi curt, tendim a simplificar les coses, llavors l'exageració és una manera de resumir.;I llavors també penso que genera, i ara diré paraula en anglès, perquè realment genera el que diuen d'això és relatable. En plan, quan algú exagera molt tu sents que tu algun cop també se t'ha fet igual de bo alguna cosa, no?;I penso en la noia aquella que va fer una truita i li va caure al terra i es va posar a plorar perquè tenia un mal dia i es va viralitzar el seu vídeo i després la van haver d'entrevistar tots els mitjans, que també penso, bueno, això també s'ha creixerat de molt.
O sigui, i és això, i al llarg dels anys també m'ha costat trobar el meu estil, perquè si tu veus fotos meves de fa 10 anys, és com, nena, o sigui…prou.;També els temps canvien, perquè són molt dures amb nosaltres mateixes. Jo miro fotos meves de l'ESO amb típica camisa de quadres. I dic, hòstia, Carla, quin outfit més tràgic. Però alhora dic, és que en aquella època anaves al Stradivarius i la samarreta que hi havia, vull dir, jo en aquella època era trendy;Totalment.
O sigui, que quan és un gran dinar i estic supercontent d'allà, sí que tinc moments de descontrol. Però que en general ho he sabut pausar tot una mica, saps? Com les persones gris també a poc a poc van parlant, en plan, és que això va una mica així.;Però mira, un gran senyal que ets una persona pesada de collons com nosaltres, és que jo els dies que estic trista, o no trista, però els dies que no em ve de gust parlar, que dic avui, no perquè estic cansada, em diuen que estàs bé, estàs trista.;I jo no, tio, només estic cansada. Saps? O sigui, que la gent realment espera de tu. Que la petis molt fort tot el rato. Ets el bufó, també, saps?
Paula, de què parlarem avui? Avui parlarem d'un tema que, com bé dius, té a veure amb l'estiu.;És que ara pensava, perdona, ara et responc bé la pregunta, però és que fort que amb lo de la Dana sigui aquesta temporada. Tinc la sensació que fa com anys d'això. Perquè he repassat el que havíem fet aquesta temporada i hem fet de tot, però clar, és que va ser molt heavy el tema de la Dana.;Bé, avui parlarem d'un tema que té a veure amb l'estiu, però que té a veure sobretot amb com nosaltres ens relacionem amb l'estiu i en com percebem que tenim un cos a l'estiu, perquè a l'estiu molts cops hi ha molta gent que torna a prendre consciència que no només és un ésser que és un ànima que volta pels llocs, sinó que aquest voltar pels llocs implica que hi ha un cos que es desplaça i aquest cos té moltes formes i a l'estiu normalment es veu més.
Per cridar la puta atenció i perquè em diguessin, perquè no portes mitjons curts i blancs? M'agraden aquests, però en el fons també era perquè no em molestava el fet que la gent veigués que jo soc diferent de la resta i vaig amb uns mitjons fluorescents.;Mira, venint cap aquí, m'ha parat una noia que feia anys que no em veia, que em diu, ai, és que de lluny he vist algú que duia aquesta faldilla i he pensat, qui duia aquesta faldilla tan cantona?;I clar, després t'he vist a tu i he pensat, ah, vale, i he pensat Això realment em defineix molt.
Per mi anar a Madrid és literalment anar a treballar a muerte, perquè m'ho junto tot. De fet, la setmana passada vaig anar a Tenerife a currar, vaig pillar un volt de Tenerife a Madrid a les 6 del matí, vaig arribar a Madrid, vaig fer un rodatge, per la tarda vaig fer sessió d'estudi, per la nit vaig fer un bolo, el dia següent una sessió d'estudi i el dia següent el rodatge de la cançó que havia gravat el dia anterior.;O sigui, perquè veieu el tema de Madrid que està bastant loco. Però, a mi m'encanta, en veritat, jo m'encanta queixar-me, però és la polla, o sigui, tampoc mola tampoc anar al pal de, ai, estic superocupada, saps?;De fet, la setmana passada vaig anar a Tenerife a currar, vaig pillar un volt de Tenerife a Madrid a les 6 del matí, vaig arribar a Madrid, vaig fer un rodatge, per la tarda vaig fer sessió d'estudi, per la nit vaig fer un bolo, el dia següent una sessió d'estudi i el dia següent el rodatge de la cançó que havia gravat el dia anterior.
Per mi va ser, jo vaig fer el canvi de xip quan vaig ser adolescent i llavors em va començar a entrar la neura de no, he d'anar, he de buscar uns shorts macos, he de buscar un bikini maco, m'he de depilar, si no vaig depilar ja no vull anar a la platja, com, sí que vaig notar aquest canvi.;També perquè la platja fa molt bé moltes coses, o sigui, el sol desgasta la roba, l'aigua de mar, la sal, també, els bolsos queden fets merda, la sorra s'incrusta per allà a les costures dels bolsos i no se'n va mai.;Vull dir que hi ha com un punt que jo, tota la vida, que soc molt de platja, he anat molt a la platja, i quan al poble on estiueixo, també anava molt a la platja, com en el sentit d'aquesta noia del TikTok, de dir, vaig, em faig un bany, torno, tal.
Però això que les dones ens conformem en tan poc, per exemple, hi ha una per mi, la soltera de oro que és Bridget Jones. És una pel·li com supermítica d'una tia que està supersoltera.;I clar, comença la pel·li d'ella, supersoltera, rotllo bufades, espelmes sola, no sé què, i de sobte li comença a tirar a la canya un puto cafre, que és el seu jefe, que, bueno, no començarà a entrar en lo malament que està que el teu jefe tiri a la canya, per molt que tu siguis major d'edat.;Però bueno, venen tios que són uns cafres, però tu com a espectadora estàs vivint la pel·li en plan de Sí, morregeu-vos ja, sigueu un nòvio, perquè tu qualsevol cosa que comporti ja per fi deixar de ser la solterona ja et sembla bé.
Però aquesta és la primera vegada que m'havia sortit com a contingut patrocinat. O sigui, hi ha gent posant diners perquè jo em senti pitjor.;Perquè, clar, jo sempre havia intentat eliminar del meu algoritme aquelles coses que a mi em semblaven particularment nocives. De fet, me'n recordo que un moment de la meva maduresa va ser eliminar certes influencers que em feien sentir malament sobre mi mateixa.;Llavors, que això aparegui en forma de contingut patrocinat m'ha fet plantejar-me, és aquest el pitjor estiu de la història per tenir un cos?
Però bé, em va fer gràcia i també em va saber com greu perquè va ser com Hòstia, realment està com alimentant l'estigma que molts tiktokers com de ball i tal, no sé què, literalment només anaven ballat, que no és el cas. Però vull dir, era com pot ser que, i no dic que no tingui res a dir en el sentit de, jo sóc super llest, jo sé que tinc coses a dir. En plan, jo tampoc tinc res molt interessant.;Però vull dir-te que a mi, que també les diu com amb molt de menyspreu, en plan, ai, és que aquesta tiktoker només balla, i és guapa. Tio, pues ole ella.;En plan, si realment pots sostenir la seva economia només ballant, només, ballant i sent guapa, per què ha de tenir menys mèrit que algú que parla? A mi em sembla que gairebé té més mèrit. O sigui, perquè per mi és molt més difícil ballar i estar guapa tot el dia que no pas xarrar.
Però és que hi ha gent que és com que et treguin el mòbil, però és que la Marta Díaz és com no et treguin el mòbil, algú atentarà contra la teva persona.;Com no paris de fer el subnormal per internet, però no el subnormal en plan dir burrades, no, no, no. Com no paris de ser tan tonta, tia, com pots ser tan tonta?;T'has tregat el seu documental? Jo me l'he cardat pel cul, eh? Quina cosa més mal gravada.
Però ets de les persones que, per exemple, si hi ha 5 dies de pont, surts un, 2, o surts els 5? Intento sortir als 5.;Jo, malauradament, no visc a un pis d'estudiants i no puc fer el que em dóna la gana. I està ma mare que, tot i que sigui fiestera, ma mare vetlla per la meva seguretat. I em diu, Gemma, tu creus que hauries d'anar baixant el ritme? I el meu pare sí que és fiestero, em diu, nena, surt, que jo també feia el mateix.;Però, bueno, a poc a poc, doncs, es va sortint…
Però i vius com una transició, de veritat, que O sigui, jo penso amb la gent que viu a Barcelona i dic, quina llàstima, és que mai viureu aquesta doble vida, aquesta evolució, saps?;També la gent de Barcelona espera el moment pis d'estudiants. Home, és un momentazo això. Que també per descobrir-se un pis d'estudiants, bueno. Déu n'hi do, eh? Quins moments. Jo no tornaria allò, eh?;O sigui, jo ho vaig passar molt malament i vaig tindre males experiències.
Però no ho sé, ara estic una mica més chill, crec. Porto com una setmana chill.;No, jo, en general, soc molt diversa, m'encanta fer coses, soc molt animada, tinc molt FOMO. No ho superaré mai.;És molt esgotador, el FOMO.És molt esgotador. Acabes fent coses que no absurdes.
Però no polèmica en negatiu, o sigui, per mi, perquè una persona polèmica no vol dir una persona conflictiva o algo així, ni molt menys. Tot i que jo puc ser conflictiva, ho admeto.;Doncs no és tant això, sinó per mi una persona polèmica és una persona com, amb una personalitat com forta, definida, que ocupa espai, en plan, aquelles persones que si són a la festa saps que estan a la festa i si no hi són saps que no hi han anat. Per mi això és una persona polèmica, i per tant, quan tu tens una personalitat tan forta, són persones que normalment no els costa mullar-se i tal, i tu crec que destaques molt per mullar-te molt.;Potser sí, és que no ho sé, és que no penso tant en mi. Però, o sigui, jo sí, mira, venia pensant en el tema de ser polèmic i de com Sí, de ser polèmic i pensava justament això que dius, no?
Però per això ara també a mi m'agrada, i això també és un aprenentatge que jo he fet com a cancel·ladora, que també crec que tu pots I a més, és el que també m'agrada de les polèmiques, que també et posen en un compromís a tu quan no ets la que està al centre de la polèmica.;I com a cancel·ladora m'ha passat de dir, hòstia, doncs m'he equivocat i després d'aquest trill hi havia, just després del programa passava X cosa que contextualitzat era diferent, i ara ja sempre em miro els programes abans de criticar. Però clar, és com que a la gent li fa pal, i ho entenc perfectament, eh, en plan, però sigui fred que abans de posar un tuit públic, tio, quin mínim. I a vegades planteja debats que no t'havies plantejat o et posa en situacions incòmodes.;Però la gent pensa, i després es nota molt qui fa el tuit perquè vol likes,
