text_previous;text_analyzed;category;subcategory_num;subcategory;text_after
Los padres oscilan entre supercotillas de que quieren estar encima del niño y a clase con él, padres helicóptero, y tienes a otros que no me cogían nunca el teléfono. Hay anécdotas de padre borracho.;Hacíamos como una noche del AMPA cada final de trimestre. Iban un poco como en cinta transportadora. Nosotros nos quedábamos en nuestra silla e iban pasando los padres por turnos. Pues le tocó a una muchachilla que era de letras.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;Era pura de letras la tía. Pero ciencias, la chiquita no daba pa más. Sacó un 4. Llegó su turno, se lo explicó al padre: Ha sacado un 4, pero vamos a intentar que apruebe para la siguiente y tal. Y le cruzó la cara delante mía a la niña.
Me encantaría saber cómo fue vuestro primer día trabajando allí en el high school, viniendo de un instituto español y viniendo de toda vuestra experiencia. El primer día tiene que ser espectacular..;Ha sido un shock, pero tampoco ha sido tanto porque he vivido afuera, el inglés lo hablo bien, entonces para mí no me ha costado tanto acomodarse, también lo fue porque mi instituto es muy caótico, te dicen todo de hoy para mañana, o sea, la organización brilla por su ausencia, entonces eso es lo que más me costó.;1. Lexicon and Vocabulary;1.4;Idiomatic expressions and colloquial phraseology;Mi instituto tiene una gran cantidad de alumnos hispanos y entonces están en el programa de ELD. En cuanto llegan, rellenan un formulario, en su casa rellenan que tienen otra lengua que no es el inglés, se les hace como un test de inicio para ver el nivel que tienen, entonces les ponemos en distintos niveles, yo tengo el nivel más bajito, que es un inglés 0, y entonces pues se les da clases, ¿no? En cuanto llegan, rellenan un formulario, en su casa rellenan que tienen otra lengua que no es el inglés, se les hace como un test de inicio para ver el nivel que tienen, entonces les ponemos en distintos niveles, yo tengo el nivel más bajito, que es un inglés 0, y entonces pues se les da clases, ¿no?
Me llevaron a mí a la caseta de la Cruz Roja. Y en ese momento yo tenía 17 años. 3 días para los 18.;Pero tío, Tuvieron que llamar a mi madre. Es que encima, por un día que se pilla de vacaciones mi madre, tío, le tengo que dar por culo, tío. Me quitaron hasta la puta riñonera de la Cruz Roja, tío.;3. Pragmatics and Discourse;3.2;Familiar address or vocatives;Me quitaron hasta el rollo del papel de datáfono.
Mi carrera es de diseño de vestuario y nada más acabar la carrera, pues me puse a trabajar en Netflix, en la serie de Valhalla.;El rigor histórico es un poco... A mí me gusta mucho, ¿vale? Me gusta muchísimo la historia de la moda. Y soy bastante de, ¿por qué eso no lleva lo correcto? ¿Han hecho algo bueno de no llevar cuernos? Por lo menos han hecho eso bien. Las cosas que llevan y cosas así, obviamente, el rigor histórico se lo pasan un poco por el arco del triunfo.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;Yo me levantaba a las 4 de la mañana y volvía a las 8 de la tarde a casa.
Mi época en la legislatura tenía 2 fases. La primera que era yo en una agencia de colocación y te venía la gente. Y la segunda, un euro con patas.;Cuéntame movidas que te hayan dicho, tío. Te coja ahora de repente tu vecina del cuarto y te empieza a dar un chapón que te cagas.;1. Lexicon and Vocabulary;1.5;Informal intensifiers and quantifiers;He salido del notario. Se abalanza sobre mí la señora que trabaja allí. Me coge del brazo. Tú trabajas en el ayuntamiento. ¿Qué concejalía llevas?
Mira, ¿me puedes configurar Alexa, tal, no sé qué? Digo, sí. Era una de estas que tenía una pantallita, le empiezo a poner;Dice, ah, y es que tampoco se poner el wifi en el teléfono. A mí me da mucho apuro cuando te dan el teléfono a ellos, porque muchas veces te tienes que meter en el navegador y te encuentras cosas raras.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;Ese hombre, por ejemplo, lo último que había buscado era, ¿qué es el kissing en el sexo?
Mira, necesito tu correo electrónico. Ya empezó a mosquearse: ¿Que pa qué quieres eso? Cuando ya le pregunté por qué banco era, ya empezó: ¿Y tú pa qué quieres tantos datos?;Cuando ya le pregunté por qué banco era, ya empezó: ¿Y tú pa qué quieres tantos datos? Chillando allí en la mitad de la tienda, pegando porrazos.;4. Register and Tone;4.1;Hyperbole and exaggeration;Hubo un momento dado que vino un compañero mío por la espalda y me quitó una grapadora que tenía al lado.
Mucha gente con la que yo coincidí.;Ten en cuenta que el servicio militar es obligatorio hombres y mujeres. Es como que, claro, tú imagínate que tú le das a un chaval de 18 años un AR-15 y le dices, es que te vas a poner como este traje y te vas a poner como de gallito delante con todos tus colegas a defender la tierra prometida porque eres un enviador de Dios.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;Claro, se te O sea te quedas loco. Es que yo toda la peña que conocía de mi edad es que han tenido que ir.
Muchas veces no sabías hasta qué punto era intensidad o hasta qué punto querían hacerse los únicos y diferentes. Eso va con la edad.;Pero llegó un momento en el que yo estaba entrando en clase y de repente me veo a 4 o 5 de mis estudiantes con la cara completamente rayada a boli. Mi primer pensamiento fue una locura.;1. Lexicon and Vocabulary;1.3;Lexical shortening and abbreviations;Me pongo en lo peor porque prefiero ponerme en lo peor y luego que las cosas mejoren y no tener que avisar a la vía escolar, que era por así decirlo como los del control del colegio o a la dirección.
Muchas veces pasa, por ejemplo, cuando vamos a los sitios de zona de salir por la noche o tal, es que si hay una pelea, como cada uno lleva su arma, ¿qué es lo primero que sacan?;Y ha habido muchas muertes así por una pelea en una calle, porque por una discusión, saliendo de un bar de copas, pam, pam, al final un muerto porque han sacado la arma.;1. Lexicon and Vocabulary;1.7;Onomatopoeia and sound representation;[cambio de tema]
No lo hemos comentado, pero ¿cuál es tu concejalía? La parte de juventud, Smart City y empleo.;Yo me he fijado como objetivo terminar estos años y decir, hay menos parado porque el empleo ha servido para hacer match. Hay una empresa, hay uno que necesita una empresa, solo con eso yo creo que ya tendría para llenar mi jornada laboral.;1. Lexicon and Vocabulary;1.8;Neologisms;Luego van cayendo otras cositas. Zona de bajas emisiones, tendido de fibra óptica por toda la ciudad.
No sé si también por necesidad, que eso entonces ya es otra cosilla, que ya, ahí ya no critico.;Yo sé hay alguien que va a robar leche, un paquete de pasta, arroz, agua, pues esa gente, pues… Te la suda.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;Hablando en plano, básicamente. Hay que ser sincero. Robar está mal en cualquier en cualquier contexto, pero bueno, lo entiendes.
No, al final me defendieron mi subdirector y mi director. Dos tíos de puta madre.;Mi subdirector era un señor ex militar retirado con un doctorado en Shakespeare y más rojo que rojín.;1. Lexicon and Vocabulary;1.6;References to popular culture and memes;Era antimonárquico, lo amaba. Cuando vino la policía dijeron: No, este no ha hecho na. Por nuestro lado, no hay ningún problema.
Normalmente suelen ser gente muy amable, ¿vale? Pero está la típica hija de puta o hijo de puta.;Y yo tengo un carro con un cubo con agua sucia, un cubo con agua limpia. Sale de sus clases, se bebe, le queda un poquito de agua y en vez de tirarla, ir al lavabo y tirarla porque le pesará o yo que sé, hace así, clic, clic, clic, y me la vacía en el cubo de agua limpia.;1. Lexicon and Vocabulary;1.7;Onomatopoeia and sound representation;Disculpe, es que ese cubo es de agua limpia.Y me dice, no, no, si el agua está limpia.
Nosotros tenemos un museo en Barcelona, que es el MUBA, el Museo de Historia donde yo estudio. Está el museo y debajo los rectos romanos, ¿no? Y desde unas ventanitas tú puedes ver los rectos romanos.;Una vez se vio una mujer que se queda mirando el vidrio, me coge del brazo y me dijo que por qué los romanos construyen hacia abajo. La gente se descojonó.;1. Lexicon and Vocabulary;1.1;Lexicon of insult;¿Cómo respondes eso? Conforme pasa el tiempo, ciertas civilizaciones se van poniendo una encima de otra.
Nuestra tienda era la planta baja, que era donde está lo que se compra, y luego en la parte de arriba teníamos el párking con el típico vestíbulo, con 2 ascensores para luego acceder a la tienda y nada más. Lo que viene siendo al revés de todas las tiendas del mundo.;"El gerente de ese día de la tienda va a la parte de arriba a ver, a revisar que todo estuviera correcto y baja y me dice: ""Hostia, he pisao una mierda, pero es que da la sensación como que en el vestíbulo ha habido alguien que se ha cagado y ha ido dando saltos hacia adelante"".";2. Non-standard linguistic features;2.1;Non-standard pronunciation;Se ve que había bolillas de mierda antes de llegar a los ascensores, por lo que la-- eso se veía. Rápidamente, enviaron a alguien para limpiarlo y tal, pero bueno, yo estaba en la caja, yo no me entero, ¿no?
O sea ya el avión,;Una persona que no había salido a Albacete se ve en un avión 12 horas lleno de vietnamitas. Que yo, claro, pues vietnamitas, pues había visto muy poca gente vietnamita en mi vida, probablemente. Escuchándolos hablar flipando en colores;1. Lexicon and Vocabulary;1.4;Idiomatic expressions and colloquial phraseology;Bajo, y de repente nos recoge un señor, y yo empiezo como a ver todo distinto, en plan, la carretera distinta, las casas distintas.
O sea, aquí la mayoría de las veces es todo presencial, aun con papeles, o sea, tema de enviar formularios por internet, lo llevan muy regulero. Aquí todo presencial y en papel.;A mí lo que me hace gracia es que luego nos traten a nosotros como si fuésemos el culo del mundo.;1. Lexicon and Vocabulary;1.4;Idiomatic expressions and colloquial phraseology;No estamos tan mal. No es que no estemos tan mal, es que estamos bien.
O sea, cada vez que conocía a un español por la calle, yo le soltaba las frases de Mariano Rajoy. Primero, hace gracia. Y segundo, con esas frases puedes hacer amigos muy fácil.;De hecho, en 2022, cuando Juegos Olímpicos aquí en Japón, vi a Kureha, le solté una frase de Mariano Rajoy. Y se meó de risa.;1. Lexicon and Vocabulary;1.4;Idiomatic expressions and colloquial phraseology;Sí, hicimos fotos y tal, ¿sabes?
O sea, nosotros hacíamos la compra en Ramallah y 2 de los chicos hablaban árabe. Entonces entramos en la mezquita, que Ramallah es como la capital prácticamente de la West Bank. Y entonces uno de los chicos coge un Corán y se pone a leerlo. Y de repente se acerca como un hombre barbudo, así que impone, nos mira y nos dice, ¿qué estáis haciendo?;Y nos lleva como a una sala, grupo a lo mejor de 10 hombres sentados alrededor, nos sienta y nos dice, preguntad lo que queráis. Y nos pasamos como 2 horas hablando del Islam, preguntándole cosas y cuál es la percepción del cielo, del Islam, de qué opina del cristianismo, oye, he oído esto, ¿qué te parece esto del tal? Claro, entonces salimos ya con este tío, porque nos hemos hecho  panas después de 2 horas hablando, tengo ahí una foto con la Polaroid con todo;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;Y nos empieza como a dar una vuelta por la ciudad. Pero no sé si es como que te digo que sales con Brad Pitt en Los Ángeles y todo el mundo empieza como a acercarse, a hacerle fotos, a abrazarle a tal.
O sea, yo soy tu profesora. Te estoy diciendo que te calles porque estás haciendo unos comentarios que no, que no. Te callas y punto. Pero es que luego encima vienen y te dicen te voy a reportar.;Es verdad que el año pasado era una alumna que siempre me estaba retando. Yo me mandaba una tarea y ella siempre me tenía que discutir cualquier cosa, no sé qué. Encima ella era una alumna de las que faltaba mucho. Pues yo con ella ya había tenido un poco de rifirrafe y de que siempre ella me discutía.;2. Non-standard linguistic features;2.2;Colloquial syntactic structures;Y pues un día llegó por la mañana y me dijo Miss Fabra como que ¿por qué tenía ella 10 en la tarea? Digo, digo, porque mira, digo, porque llevas toda la semana ausente, este día y este día. Una tarea, la cual tú no estabas, digo, yo te he puesto ausente, tenías un 0, digo, pero si tú hoy quieres hacer la actividad, yo te la doy y la recuperas y tal.
Para que te hagas una idea, cada vez que venía una persona educada, nos alegraba el día. Era tanta gente maleducada la que venía. La gente lo justifica con que va con prisa, con que están estresados, porque están ahí de compras. Pero es que tú llevas 8 horas trabajando de pie, atendiendo a muchísimas personas.;Realmente en esos 2 años que he estado ahí era otra persona completamente distinta. Yo vivía amargada día a día. De verdad que te consume que la gente te trate tan tan tan mal.;1. Lexicon and Vocabulary;1.5;Informal intensifiers and quantifiers;Y ver la clase de gente que hay, que no tiene respeto. Yo sé que hay muchas veces que la gente lo hace porque no se da cuenta o porque van con prisa a todos lados. Al final te tienes que parar un momento y ver que la persona que te está atendiendo es una persona humana, no es un robot.
Pero ¿era un Mercadona de barrio o un Mercadona un poco más industrial? No, no, no, de, de un pueblecillo, de un pueblecillo. Conoces a la gente que está yendo.;"O sea, si alguien roba, ya sabes que ha robao y lo ves a la semana siguiente y dices: ""Cuidado con este, queee no vaya a hacer aquí la 1314"".";1. Lexicon and Vocabulary;1.4;Idiomatic expressions and colloquial phraseology;"Los robos están al orden del día. Un día, ¿qué pasó? En nuestra tienda había 10 cajas. Lo que hay en el suelo detrás de las cajas, pues tú no te das cuenta. Viene un día un señor y dice: ""Os acaban de robar entre las cajas, que se ha arrastrado por el suelo de las cajas y se ha pirao el tío robando""."
Pero ciencias, la chiquita no daba pa más. Sacó un 4. Llegó su turno, se lo explicó al padre: Ha sacado un 4, pero vamos a intentar que apruebe para la siguiente y tal. Y le cruzó la cara delante mía a la niña.;Tuvo la poca vergüenza de pegarle a su hija delante de un profesor. Borracho como una cuba.;1. Lexicon and Vocabulary;1.4;Idiomatic expressions and colloquial phraseology;Y le quitaron la custodia y se quedaron la custodia los abuelos y luego tardó en venir un par de semanas. La niña estaba de moratones por todo el cuerpo, pero claro, como se lo hacía por debajo de las camisetas, pues ahí no podíamos hacer nosotros nada.
Pero lo que es dentro de la clase te choca todo. Las mesas están como si las echas así a ojo. Daleadas, despardas, están como si le das las ganas de ponerlas. Lo que menos vas a conseguir es que el niño esté sentado como tiene que estar sentado.;Como prioridad en ese tipo de colegios, quieres que el niño esté de 9 a 2 y que no haya pasado nada grave, que los niños salgan contentos del cole.;1. Lexicon and Vocabulary;1.3;Lexical shortening and abbreviations;De verdad, allí el concepto, vale, hoy toca que me toca las multiplicaciones de un dígito.
Por contextualizar un poco, ¿qué deportes se practican en este deporte deportivo?;Hay una zona exterior que tiene pádel, después tiene el típico gimnasio normal, una zona del gimnasio que está adaptada a spinning, o sea, todo bicicletas, en plan, ¿sabes? Los putos locos estos que van pum, pum, pum, a tope, que dices tú, vaya putas ganas a las 9 de la mañana.;1. Lexicon and Vocabulary;1.7;Onomatopoeia and sound representation;Y luego tiene unas piscinas interiores y unas piscinas exteriores que solo salen en verano, que verano es duro.
Por ejemplo, durante el ramadán siempre todo el mundo se mataba por invitarte a aliftar, que es como cuando ya puedes comer. Les veo un poco como culturalmente más parecidos.;Sí que es verdad que a lo mejor con gente israelí, evidentemente yo, muchos amigos míos de allí, en plan, son judíos y no israelíes y todo súper bien y son buena gente, pero sí que es verdad que quizá el sentimiento general, sobre todo al principio, es como que muchas veces eran un poco... no despectivos, pero sí que miraban algo como por encima del hombro.;2. Non-standard linguistic features;2.2;Colloquial syntactic structures;Evidentemente no es todo el mundo. La gran mayoría de la gente es súper maja.
Por ejemplo, nosotros tenemos un amigo venezolano, estuvimos cenando otras chicas americanas y digamos que a ella le sorprendió como que él no pagara lo de la chica. Y mi amigo dice, a uno se le va a haber un suyo a pachas, ¿no?;Voy a hacer un inciso. A mí también me pasa porque yo digo América. En realidad me refiero a estadounidenses. Y luego viene gente de Latinoamérica diciendo, perdona, es usted un puto subnormal porque América es todo, no solo los putos yankees.;1. Lexicon and Vocabulary;1.8;Neologisms;Y tienen toda la razón del mundo. Lo que pasa es que eso es por culpa de las películas que hemos visto nosotros que llaman a los yankees todo el rato como americanos.
Por eso yo, por ejemplo, opto por muchas veces en los tours no decir ya mi edad.;Da un poco de rabia porque al fin y al cabo tú lo que quieres hacer es un tour chulo en 2 horas explicando la historia de los judíos y cristianos, yo que sé, cualquier cosa, y te van a mirar con la cara de, ya, pero es un joven independentista catalán, entonces es un poquito complicado quitarse este estigma.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;Vamos a San Felipe Neri, que es una plaza que se ve en las marcas de los bombardeos de la guerra civil. La parte fascista bombardeó y ahí vivían niños huérfanos, refugiados de Alcalá de Henares. Esos niños murieron con los bombardeos.
Primero, ¿cómo empieza a trabajar en un skate room?;Es curioso porque estuve anteriormente en otra sala de miedo, que yo vi una oferta en Instagram en un scape room que había hecho, que había jugado, y dije, pues venga, de perdidos al río, ¿por qué no?;3. Pragmatics and Discourse;3.1;Discourse markers;[cambio de tema]
Pues nada, cuéntame un poco, ¿cuáles fueron tus primeros choques culturales de repente? Vienes de Madrid, que bueno, que también es una ciudad súper tocha, pero de repente llegas a Berlín.;O sea, yo llegué y sube 7 días seguidos saliendo de fiesta, sin exagerar. Y claro, la gente flipaba, en plan, esta tía, ¿qué coño le pasa? Y la gente súper maja. Los de mi resi, españoles. Los demás, no.;3. Pragmatics and Discourse;3.2;Familiar address or vocatives;Los alemanes son gilipollas perdidos, lo siento mucho. Literalmente, vas en el metro, te miran así, súper serio, como que les miras de vuelta y te siguen mirando.
Que los niños, de verdad te digo, si les hablas, yo que como estoy de práctica, tienes un trato un poquito más cercano, le preguntas cosas, tú juegas a la Play, tú no sé qué. Te hablan súper normal, son súper simpáticos.;Lo que pasa es que no les gusta el colegio. Yo me imagino un niño de esos diciendo quiero estudiar la carrera y los padres diciendo pero tú eres gilipollas, tú en cuanto tengas edad te vas a poner a trabajar conmigo.;3. Pragmatics and Discourse;3.3;Irony and sarcasm ;[cambio de tema]
Que si el doctorado para adelante Que guay lo que hago Que si qué guay mis viajes Que me hagan un canal de YouTube ¿Cómo ha sido dejar todos los viajes y toda la movida y volver a ser médica?;Es que no he dejado de viajar. Ahora viajas a Burgos. Aparte de viajar a Burgos Es bonito que flipas, ¿eh? La zona donde curro yo es bien de bonita;3. Pragmatics and Discourse;3.1;Discourse markers;[cambio de tema]
Que, por ejemplo, un día una señora vino llorando, que se había muerto la hermana, no sé qué.;En ese momento, una señora que estaba casi sola y, hostia, te afecta un poquillo porque te da lástima, pero estamos ahí en la función.;1. Lexicon and Vocabulary;1.1;Lexicon of insult;Nosotros escuchamos, al menos yo escuchaba. Habla lo que quieras con esa persona, que se descargue un poco contigo y oye, yo bien a gusto que lo hacía.
Realmente, la educación en España está muy bien y es de valorar. Cómo nos educamos, al fin y al cabo, pues tú creces con niños, pues que son de familias inmigrantes y no pasa nada, y es algo a lo que estás acostumbrada y a la hora de salir en sociedad, pues te hace un poco más flexible.;Y, pues, eso, que no es oro todo lo que reluce.;1. Lexicon and Vocabulary;1.4;Idiomatic expressions and colloquial phraseology;Que por mucho que Alemania, pues, tenga el título de Alemania con las letras en oro, no es así. Tiene sus grietas y no funciona, yo creo, tan bien como nos creemos.
"Se lo digo al vigilante, tal: Oye, mira que nos han robado ese portátil. Empieza a tirar de cámaras, empieza a tirar de cámaras, empieza a tirar de cámaras y estoy ordenando lo que son los portátiles y en una de estas me encuentro otro portátil igual rajado. 00:10:48,480 --> 00:10:53,019
El tío empieza a mirar cámaras, cámaras, cámaras, cámaras y el tío no solamente había robado 2 portátiles.";El tío había robado Nintendo Switch, mandos de Play y había robado en lo que viene siendo una aproximación de casi unos seis mil euros en la tienda. El muy cazurro se vio que ya o estaría harto de robarnos allí y, y tal y quiso ponerlo un poco más difícil.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;Se fue al otro MediaMarkt de Málaga y allí mismo, tal como entró por la puerta, lo trincaron. En la tienda que yo he estado, por desgracia, la vigilancia faltaba y mucho.
Se nos había roto la jabonera del baño y nosotros no podíamos comprar una jabonera y ponerla. Nos tenía que llegar una específica.;Entonces, claro, una mujer nos pide de repente a la barra y nos dice, quiero una hoja de reclamaciones, tenéis la jabonera estropeada. Y claro, empezamos a hablar con ella, le dejo yo aquí la barra, lavarse las manos, no pasa nada. Ella erre que erre que no.;1. Lexicon and Vocabulary;1.4;Idiomatic expressions and colloquial phraseology;Y el motivo por el que quería lavarse las manos era porque un negrito de la calle le había tocado. Palabras textuales.
Sí me da la sensación, pura impresión personal, o sea, no tengo estadísticas en la mano ni nada, pero sí me da la sensación de que hay más cohesión social. Conoce al vecino enfrente, le conoce el de abajo, le conoce el del pan, le conoce no sé qué.;O sea, que si tú vas preguntando, en plan, oye, Eugenia, sí, pues lleva tiempo viniendo sola, o lleva tiempo que se le ve más cansada, o tiene una identidad, un círculo que la identifica y que la cuida de alguna. Y en la ciudad me parece como que estamos más anonimizados todos. En la ciudad somos NPC.;1. Lexicon and Vocabulary;1.6;References to popular culture and memes;Un día le pasa algo a Eugenia y viene la del tercero y le dice, sí, pues es que lleva 3 semanas que no sé qué. A mí me pasa algo en mi casa y yo no con mis vecinos.
Si ven que algo te molesta, pues en vez de parar, como son unos chinchones, van a hacerlo más. Intentando callarle la boca con el good boy, good girl, pues;Bueno, nada, si acabé hace poco, hasta una semana antes de acabar hemos estado discutiendo con él por eso. Y él empezó a hacerlo y después empezaron otros también a hacerlo. Y claro, es como la gilipollez se contagia.;3. Pragmatics and Discourse;3.1;Discourse markers;¿Tú, que tienes amigos españoles que se dedican a lo mismo, esto es algo común? Claro, lo comenté con los que están en el gimnasio y ellos me decían: «Hostia, pues a mí eso no me ha pasao nada.
Siempre contactas tú con tu banco para preguntar si lo que ha pasado es verdad. Si ha pasado algo, nosotros lo podemos ver y te podemos ayudar.;Hasta de la agencia tributaria te llaman. Hace unos años llamaban a gente haciéndose pasar por la agencia tributaria Renta Básica Universal. Pedían que para verificar que son ellos, que mandaran un bizum de 100 euros a X número. Claro, luego ni renta ni polla.;1. Lexicon and Vocabulary;1.1;Lexicon of insult;Me daba una pelita cada vez que llamaba alguno con eso. La gente que necesita la renta extra de inclusión, porque pobrecito, tendrán para sobrevivir los gustos. Y encima les roban.
Son supervivientes del sistema, yo muchas veces lo hablo, son supervivientes del sistema. Es temer a pena.;Yo lo que te decía antes de que a mí me ha cambiado un poco el chip, el chip en cuanto a las notas, porque es que ves realmente el background de a todos y lo que ves es que para ellos no es importante esto.;1. Lexicon and Vocabulary;1.8;Neologisms;Al final tienen que labrarse una vida y su vida está fuera de la escuela. Al final salen de aquí las horas que están hasta las 350 y se van al trabajo hasta las 12 de la noche.
Soy Alba, vivo en Albacete ahora mismo y estoy terminando magisterio bilingüe. Estuve viviendo en Vietnam 2 años. Hace 10 años,;Cuando tenía 12 años, mi padre estaba buscando trabajo y lo típico de que echas todas las ofertas, pues a ver qué sale. Y le cogieron y dijo: bueno, pues ahora hay que probar. ¿Y de qué era el trabajo? De ingeniero de puentes. Oye, vaya puta pasada de curro.;1. Lexicon and Vocabulary;1.5;Informal intensifiers and quantifiers;Como es el recuerdo de tu chiquitilla, y que te diga tu padre, niña, que nos vamos de Albacete.
Tal como subes la la escalera mecánica, me tenía de frente.;Y encima yo tenía la parte gaming, sobre todo los teclaos, los ratones, donde venían los típicos niños cebolletas allí a tocar los, los tecladito;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;"""¿Porque esto qué tipo de membrana tiene?"" Imagínate. Yo ahí tenía que salirme como yo pudiera, ahí es cuando tenía que salir. Con unas formas tan técnicas que tú dices: ""¿Me está vacilando o me lo está diciendo en serio?"""
Tal vez podríamos hacer un vídeo sobre la noche en el centro o en Madrid en general. Fliparías. A mí me han meado en la barra de sacarse la polla y mearme en la barra. El mundo de la noche es un puterío que flipas.;Brother, de sacarse la polla y mear en la barra. Además, era una barra en forma de L y me meó justo por donde yo le podía ver la polla. O sea, brother, vi una polla meando.;1. Lexicon and Vocabulary;1.8;Neologisms;Vi una polla meando y lo sacó el de seguridad.
Tenemos una sala, que es el hall este, que es resolver un asesinato.;Hay un cadáver, tal, no sé qué, no sé cuántos, hay que quitar los gusanitos… Hay un momento clave, que es de tensión, y cogió mi compañera o así como hacemos de poli malo y dijo «Venga, que os voy a mandar a todas con Dios».;1. Lexicon and Vocabulary;1.3;Lexical shortening and abbreviations;Tan rollo comentario de repente. Se pone a subir una corriendo las escaleras, se asoma mi jefe, me asomo yo, sube otra señora y escuchamos cómo está vomitando. Le preguntamos qué ha pasado, porque está vomitando y tal. Se ha emocionado, ha dicho lo de Dios y se ha venido muy arriba. Luego nos enteramos de que eran monjas.
Tú imagínate cómo olía eso. Sacaba las hormonas del aire.;Es que, Dios mío, tenía un par de hermanos que les daba clase y claro, vinieron sin saber inglés como pa manejarse. Como yo era un profesor muy simpático, muy servicial, el subdirector me dijo: «Oye, ponte los exámenes con esto, tradúcele y tal» Yo le largaba la respuesta, qué coño.;3. Pragmatics and Discourse;3.1;Discourse markers;Y yo le decía: «No, no, es la A.| Vamos a ver, entre españoles hay que ayudarnos».
Tú lo que haces dar clases a niños de 12 años y luego vas viendo cómo se te van cayendo los alemanes y acabas teniendo- La ONU a los dieciséis. La ONU y Alemania deja de formar parte de la ONU, casi.;Es que claro, los niños son un pozo de sorpresas.;3. Pragmatics and Discourse;3.1;Discourse markers;Como prioridad, me acuerdo un día, que esto fue un poco choque, ¿no? Porque dije: ¡Ay, hijo! Con la clase de los chiquitos, de 12 años. Un niño me vio y me dijo: ¿Está usted casada? No, hombre, no, no estoy casada, que soy joven.
Tú te puedes quedar en la capa superficial de que le ha gustado, le ha impactado, pero es que quizá solo es con esa persona, su mujer murió hace 15 años, su deseo era ver Barcelona juntos, no la han podido ver y lo está viendo él solo.;Padres o madres que vienen a ver a su hijo aquí a Barcelona, están haciendo con ellos un tour y quizás no vieron al hijo desde hace un año. Están emocionados porque ven lo que el hijo está consiguiendo y ven que están en un sitio chulo.;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;Eres testigo de cosas muy bonitas.
"Un día me pasó eso también, que mi cara no te vas a acercar a decirle: ""Disculpe"". Yo la verdad es que no me acerco en esas situaciones.";Un día también me intentan distraer por la espalda. Lo hicieron como el auténtico culo, porque es que ni tan siquiera me giré.;1. Lexicon and Vocabulary;1.1;Lexicon of insult;Vi perfectamente el pasillo central y veo a un señor, no con un carro, sino este le tenía una técnica más sofisticada, que eran 2 bolsas.
Un fin de semana, venga, la familia va a hacer un tour por el Raval. El bolso por delante, chicos.;Ha habido robos en los tours. Eso es otro melón que podemos abrir.;1. Lexicon and Vocabulary;1.4;Idiomatic expressions and colloquial phraseology;Hablas del Raval y te dicen, claro, es que tú esto no lo has vivido, tal, porque tú es que eres muy joven, tú esto no lo has vivido, no sé qué, tal.
Un japonés hablando de Rajoy, ¿no? Claro, claro. Hay un montón de frases que me encantan.;"Mi frase favorita sería: ""Lo que nosotros hemos hecho, cosa que no hizo usted, es engañar a la gente"". Es que es la hostia, de verdad, tío.";3. Pragmatics and Discourse;3.1;Discourse markers;"Dime que te sabes la del alcalde. ""Es el vecino el que elige al alcalde y es al alcalde el que quiere que sean los vecinos el alcalde""."
Un momento en el que me empezaron a tocar un poco la cona da masculina con que soy español. Me llamaban Angry Little Spanish Man. Perdona que me ría.;No te preocupes, es que eran todos más altos que yo, si es que es normal. Que yo era muy cachondo para ellos también y yo me hacía el enfadao.;2. Non-standard linguistic features;2.1;Non-standard pronunciation;Y se reían, sobre todo con los de cuarto que tenía ya un poco más de feeling. También lo empezó a usar el conserje o el de reprografía. Y les dije: «Pues que sepáis que sois más tontos que todos los niños españoles.
Un muchacho, eh, de 12 años, ¿eh? «Señora, ¿me puede prestar un boli?». Y nada, pues le presto yo un bolígrafo de los míos y me dice: «Good girl, buena chica».;Y yo: «Pero ¿cómo tienes los santos cojones de llamarle esto a una profesora? Que no se te ocurra, llamarme eso, que no soy un perro».;1. Lexicon and Vocabulary;1.2;Colloquial lexicon and slang;Si ven que algo te molesta, pues en vez de parar, como son unos chinchones, van a hacerlo más. Pues un mes y pico y ya está. Bueno, nada, si acabé hace poco, hasta una semana antes de acabar hemos estado discutiendo con él por eso.
Una de mis compañeras de cuarto se pasaba hasta las 3 de la mañana haciendo vida de mamá con su mujer y al día siguiente se traía a un tío a la habitación.;Es un puterío. En resumen, tú no puedes liarte con ningún pasajero, no puedes tener ningún tipo de relación. Y yo pensaba que eso estaba bastante prohibido.;1. Lexicon and Vocabulary;1.1;Lexicon of insult;Tenía un compañero, me hizo un tour por el barco, señalándome todos los puntos donde había tenido sexo con pasajeros. Todos eran gays.
